0.000000	-7000.000000	0.000000	0.000000	4000.000000	5000.000000	
2.000000	-6999.998047	0.000001	-0.000001	3998.398438	5001.198242	
3.999999	-6999.994629	0.000002	-0.000004	3996.795898	5002.395020	
5.999998	-6999.989746	0.000003	-0.000007	3995.192139	5003.590332	
7.999995	-6999.983398	0.000005	-0.000011	3993.587402	5004.784668	
9.999990	-6999.975586	0.000007	-0.000017	3991.981689	5005.977539	
11.999983	-6999.966309	0.000009	-0.000023	3990.374756	5007.168945	
13.999973	-6999.956055	0.000012	-0.000030	3988.766846	5008.358887	
15.999961	-6999.944336	0.000015	-0.000038	3987.157715	5009.547852	
17.999945	-6999.931152	0.000019	-0.000047	3985.547607	5010.735352	
19.999926	-6999.916504	0.000023	-0.000057	3983.936523	5011.921387	
21.999903	-6999.900391	0.000027	-0.000068	3982.324219	5013.106445	
23.999874	-6999.882812	0.000032	-0.000080	3980.710938	5014.290039	
25.999842	-6999.863770	0.000037	-0.000093	3979.096680	5015.472168	
27.999804	-6999.843262	0.000043	-0.000107	3977.481201	5016.652832	
29.999760	-6999.821289	0.000049	-0.000121	3975.864746	5017.832520	
31.999708	-6999.797852	0.000055	-0.000137	3974.247314	5019.010742	
33.999649	-6999.772949	0.000062	-0.000154	3972.628662	5020.187500	
35.999584	-6999.746582	0.000069	-0.000171	3971.009033	5021.362793	
37.999512	-6999.718750	0.000076	-0.000190	3969.388428	5022.537109	
39.999432	-6999.689453	0.000084	-0.000209	3967.766602	5023.709961	
41.999344	-6999.659180	0.000093	-0.000230	3966.143799	5024.881348	
43.999249	-6999.627441	0.000101	-0.000251	3964.520020	5026.051270	
45.999142	-6999.594238	0.000110	-0.000274	3962.895020	5027.220215	
47.999027	-6999.559570	0.000120	-0.000297	3961.269043	5028.387695	
49.998901	-6999.523438	0.000129	-0.000321	3959.642090	5029.553711	
51.998768	-6999.485840	0.000140	-0.000346	3958.013916	5030.718262	
53.998623	-6999.446777	0.000150	-0.000372	3956.384766	5031.881836	
55.998466	-6999.406250	0.000161	-0.000400	3954.754639	5033.043945	
57.998299	-6999.364258	0.000173	-0.000428	3953.123291	5034.204590	
59.998116	-6999.320801	0.000184	-0.000457	3951.490967	5035.363770	
61.997921	-6999.275879	0.000196	-0.000487	3949.857666	5036.521973	
63.997711	-6999.229492	0.000209	-0.000517	3948.223145	5037.678711	
65.997490	-6999.181641	0.000222	-0.000549	3946.587646	5038.833984	
67.997253	-6999.132812	0.000235	-0.000582	3944.951172	5039.987793	
69.997002	-6999.082520	0.000249	-0.000616	3943.313477	5041.140625	
71.996742	-6999.030762	0.000263	-0.000650	3941.674805	5042.291992	
73.996468	-6998.977539	0.000277	-0.000686	3940.035156	5043.441895	
75.996178	-6998.922852	0.000292	-0.000723	3938.394531	5044.590332	
77.995872	-6998.866699	0.000308	-0.000760	3936.752686	5045.737793	
79.995552	-6998.809082	0.000323	-0.000799	3935.109863	5046.883789	
81.995209	-6998.750000	0.000339	-0.000838	3933.466064	5048.028320	
83.994850	-6998.689453	0.000356	-0.000878	3931.821045	5049.171387	
85.994476	-6998.627441	0.000373	-0.000920	3930.175049	5050.312988	
87.994087	-6998.563965	0.000390	-0.000962	3928.528076	5051.453613	
89.993675	-6998.499023	0.000407	-0.001005	3926.879883	5052.592773	
91.993248	-6998.432617	0.000425	-0.001049	3925.230713	5053.730469	
93.992798	-6998.364746	0.000444	-0.001094	3923.580566	5054.866699	
95.992332	-6998.295898	0.000463	-0.001141	3921.929199	5056.001953	
97.991844	-6998.225586	0.000482	-0.001188	3920.276855	5057.135742	
99.991341	-6998.153809	0.000501	-0.001235	3918.623535	5058.268066	
101.990814	-6998.080566	0.000521	-0.001284	3916.969238	5059.398926	
103.990265	-6998.005859	0.000542	-0.001334	3915.313721	5060.528809	
105.989700	-6997.929688	0.000563	-0.001385	3913.657227	5061.657227	
107.989113	-6997.852051	0.000584	-0.001437	3911.999756	5062.784180	
109.988503	-6997.772949	0.000605	-0.001489	3910.341064	5063.909668	
111.987869	-6997.692383	0.000627	-0.001543	3908.681396	5065.033691	
113.987213	-6997.610352	0.000650	-0.001598	3907.020752	5066.156738	
115.986526	-6997.526855	0.000672	-0.001653	3905.359131	5067.278320	
117.985817	-6997.441895	0.000696	-0.001709	3903.696289	5068.398438	
119.985085	-6997.355469	0.000719	-0.001767	3902.032471	5069.517090	
121.984322	-6997.267578	0.000743	-0.001825	3900.367676	5070.634766	
123.983536	-6997.178711	0.000767	-0.001885	3898.701904	5071.750977	
125.982727	-6997.088379	0.000792	-0.001945	3897.034912	5072.865723	
127.981895	-6996.996582	0.000817	-0.002006	3895.366943	5073.979004	
129.981033	-6996.903320	0.000843	-0.002068	3893.697998	5075.091309	
131.980148	-6996.808594	0.000869	-0.002131	3892.027832	5076.202148	
133.979233	-6996.712402	0.000895	-0.002195	3890.356689	5077.311523	
